ship,name,entry,date_from,date_to,conf,anchorage,offshore
convoy,Convoy,"Convoy, 1831",1831,1831,year,San Pedro,False
convoy,Convoy,"Convoy, 1831",1831,1831,year,Monterey,False
convoy,Convoy,"Convoy, 1831",1831,1831,year,San Diego,False
convoy,Convoy,"Convoy, 1831",1831,1831,year,Monterey,False
convoy,Convoy,"Convoy, 1831",1831,1831,year,San Pedro,False
griffon,Griffon,"Griffon, 1831",1831,1831,year,San Quintín,False
loussa,Loussa,"Loussa, 1831",1831,1831,year,Monterey,False
loussa,Loussa,"Loussa, 1831",1831,1831,year,Santa Bárbara,False
loussa,Loussa,"Loussa, 1831",1831-08-22,1831-08-22,exact,San Diego,False
william inttle,William Inttle,"William Inttle, 1831",1831,1831,year,Santa Bárbara,False
william inttle,William Inttle,"William Inttle, 1831",1831,1831,year,Monterey,False
william inttle,William Inttle,"William Inttle, 1831",1831,1831,year,Santa Bárbara,False
plant,Plant,"Plant, 1832",1832,1832,year,Santa Bárbara,False
plant,Plant,"Plant, 1832",1832,1832,year,Santa Bárbara,False
victoria,Victoria,"Victoria, 1832",1832,1832,year,Monterey,False
crusader,Crusader,"Crusader, 1832-1833",1832,1832,year,Monterey,False
convoy,Convoy,"Convoy, 1833",1833,1833,year,Santa Bárbara,False
convoy,Convoy,"Convoy, 1833",1833,1833,year,San Pedro,False
harriet blanchard,Harriet Blanchard,"Harriet Blanchard, 1833",1833,1833,year,San Francisco,False
harriet blanchard,Harriet Blanchard,"Harriet Blanchard, 1833",1833,1833,year,Santa Bárbara,False
harriet blanchard,Harriet Blanchard,"Harriet Blanchard, 1833",1833,1833,year,San Diego,False
harriet blanchard,Harriet Blanchard,"Harriet Blanchard, 1833",1833,1833,year,Santa Bárbara,False
harriet blanchard,Harriet Blanchard,"Harriet Blanchard, 1833",1833,1833,year,San Diego,False
harriet blanchard,Harriet Blanchard,"Harriet Blanchard, 1833",1833,1833,year,San Pedro,False
harriet blanchard,Harriet Blanchard,"Harriet Blanchard, 1833",1833,1833,year,Monterey,False
harriet blanchard,Harriet Blanchard,"Harriet Blanchard, 1833",1833,1833,year,San Pedro,False
harriet blanchard,Harriet Blanchard,"Harriet Blanchard, 1833",1833,1833,year,San Diego,False
maraquita,Maraquita,"Maraquita, 1833",1833,1833,year,Santa Bárbara,False
maraquita,Maraquita,"Maraquita, 1833",1833,1833,year,San Pedro,False
maraquita,Maraquita,"Maraquita, 1833",1833,1833,year,Santa Bárbara,False
loriot,Loriot,"Loriot, 1833-1834",1833-09-05,1833-09-05,exact,Monterey,False
loriot,Loriot,"Loriot, 1833-1834",1833,1833,year,San Francisco,False
loriot,Loriot,"Loriot, 1833-1834",1833,1833,year,San Francisco,False
loriot,Loriot,"Loriot, 1833-1834",1833,1833,year,San Francisco,False
loriot,Loriot,"Loriot, 1833-1834",1833,1833,year,San Francisco,False
loriot,Loriot,"Loriot, 1833-1834",1833,1833,year,Santa Bárbara,False
loriot,Loriot,"Loriot, 1833-1834",1833,1833,year,San Pedro,False
loriot,Loriot,"Loriot, 1833-1834",1833,1833,year,Santa Bárbara,False
loriot,Loriot,"Loriot, 1833-1834",1833,1833,year,Santa Bárbara,False
volunteer,Volunteer,"Volunteer, 1833-1834",1833,1833,year,Monterey,False
volunteer,Volunteer,"Volunteer, 1833-1834",1833,1833,year,Santa Bárbara,False
volunteer,Volunteer,"Volunteer, 1833-1834",1833,1833,year,San Pedro,False
volunteer,Volunteer,"Volunteer, 1833-1834",1833,1833,year,San Diego,False
volunteer,Volunteer,"Volunteer, 1833-1834",1833-09-17,1833-09-17,exact,San Francisco,False
volunteer,Volunteer,"Volunteer, 1833-1834",1833,1833,year,Santa Bárbara,False
volunteer,Volunteer,"Volunteer, 1833-1834",1833,1833,year,San Diego,False
don quixote,Don Quixote,"Don Quixote, 1834",1834,1834,year,Monterey,False
don quixote,Don Quixote,"Don Quixote, 1834",1834,1834,year,San Francisco,False
don quixote,Don Quixote,"Don Quixote, 1834",1834,1834,year,Monterey,False
don quixote,Don Quixote,"Don Quixote, 1834",1834,1834,year,Santa Bárbara,False
don quixote,Don Quixote,"Don Quixote, 1834",1834,1834,year,San Pedro,False
don quixote,Don Quixote,"Don Quixote, 1834",1834,1834,year,San Diego,False
don quixote,Don Quixote,"Don Quixote, 1834",1834,1834,year,San Pedro,False
avon,Avon,"Avon, 1835",1835,1835,year,Monterey,False
avon,Avon,"Avon, 1835",1835-11-07,1835-11-07,exact,Santa Bárbara,False
avon,Avon,"Avon, 1835",1835,1835,year,San Pedro,False
avon,Avon,"Avon, 1835",1835,1835,year,Santa Bárbara,False
diana,Diana,"Diana, 1836",1836-01-06,1836-01-06,exact,Monterey,False
don quixote,Don Quixote,"Don Quixote, 1836",1836,1836,year,Monterey,False
don quixote,Don Quixote,"Don Quixote, 1836",1836-07-09,1836-07-09,exact,San Francisco,False
don quixote,Don Quixote,"Don Quixote, 1836",1836,1836,year,Monterey,False
don quixote,Don Quixote,"Don Quixote, 1836",1836,1836,year,Santa Cruz,False
don quixote,Don Quixote,"Don Quixote, 1836",1836,1836,year,San Diego,False
don quixote,Don Quixote,"Don Quixote, 1836",1836,1836,year,San Francisco,False
don quixote,Don Quixote,"Don Quixote, 1836",1836,1836,year,Santa Bárbara,False
joseph peabody,Joseph Peabody,"Joseph Peabody, 1836",1836,1836,year,Santa Catalina I.,False
clementine,Clementine,"Clementine, 1837",1837,1837,year,Monterey,False
clementine,Clementine,"Clementine, 1837",1837,1837,year,San Francisco,False
rasselas,Rasselas,"Rasselas, 1837-1838",1837,1837,year,Santa Bárbara,False
rasselas,Rasselas,"Rasselas, 1837-1838",1837,1837,year,Monterey,False
rasselas,Rasselas,"Rasselas, 1837-1838",1837,1837,year,San Francisco,False
rasselas,Rasselas,"Rasselas, 1837-1838",1837,1837,year,Monterey,False
rasselas,Rasselas,"Rasselas, 1837-1838",1837,1837,year,San Francisco,False
morse,Morse,"Morse, 1839-1840",1839,1839,year,Monterey,False
morse,Morse,"Morse, 1839-1840",1839,1839,year,Monterey,False
monsoon,Monsoon,"Monsoon, 1839-1841",1839,1839,year,Santa Bárbara,False
monsoon,Monsoon,"Monsoon, 1839-1841",1839,1839,year,Monterey,False
monsoon,Monsoon,"Monsoon, 1839-1841",1839,1839,year,San Francisco,False
monsoon,Monsoon,"Monsoon, 1839-1841",1839,1839,year,San Pedro,False
monsoon,Monsoon,"Monsoon, 1839-1841",1839,1839,year,San Francisco,False
monsoon,Monsoon,"Monsoon, 1839-1841",1839,1839,year,San Diego,False
monsoon,Monsoon,"Monsoon, 1839-1841",1839,1839,year,San Francisco,False
monsoon,Monsoon,"Monsoon, 1839-1841",1839,1839,year,Monterey,False
monsoon,Monsoon,"Monsoon, 1839-1841",1839,1839,year,San Diego,False
monsoon,Monsoon,"Monsoon, 1839-1841",1839,1839,year,San Diego,False
alciope,Alciope,"Alciope, 1840",1840-05-27,1840-05-27,exact,Monterey,False
alciope,Alciope,"Alciope, 1840",1840-06-02,1840-06-02,exact,Santa Cruz,False
alciope,Alciope,"Alciope, 1840",1840,1840,year,San Francisco,False
alciope,Alciope,"Alciope, 1840",1840,1840,year,Monterey,False
alciope,Alciope,"Alciope, 1840",1840,1840,year,Santa Bárbara,False
alciope,Alciope,"Alciope, 1840",1840,1840,year,San Pedro,False
alciope,Alciope,"Alciope, 1840",1840,1840,year,San Francisco,False
alciope,Alciope,"Alciope, 1840",1840,1840,year,San Diego,False
alciope,Alciope,"Alciope, 1840",1840,1840,year,San Diego,False
alciope,Alciope,"Alciope, 1840",1840,1840,year,San Francisco,False
alciope,Alciope,"Alciope, 1840",1840,1840,year,Monterey,False
alciope,Alciope,"Alciope, 1840",1840,1840,year,Santa Bárbara,False
alciope,Alciope,"Alciope, 1840",1840,1840,year,San Pedro,False
alciope,Alciope,"Alciope, 1840",1840-09-05,1840-09-05,exact,San Pedro,False
alciope,Alciope,"Alciope, 1840",1840,1840,year,Santa Bárbara,False
alciope,Alciope,"Alciope, 1840",1840,1840,year,Monterey,False
alciope,Alciope,"Alciope, 1840",1840,1840,year,San Diego,False
alciope,Alciope,"Alciope, 1840",1840,1840,year,San Diego,False
fama,Fama,"Fama, 1841-1842",1841,1841,year,San Pedro,False
fama,Fama,"Fama, 1841-1842",1841,1841,year,Monterey,False
fama,Fama,"Fama, 1841-1842",1841,1841,year,San Francisco,False
fama,Fama,"Fama, 1841-1842",1841,1841,year,Monterey,False
fama,Fama,"Fama, 1841-1842",1841,1841,year,Santa Bárbara,False
fama,Fama,"Fama, 1841-1842",1841,1841,year,San Pedro,False
fama,Fama,"Fama, 1841-1842",1841,1841,year,Santa Bárbara,False
maryland,Maryland,"Maryland, 1841-1842",1842-01-03,1842-01-03,exact,Monterey,False
maryland,Maryland,"Maryland, 1841-1842",1842,1842,year,Santa Bárbara,False
maryland,Maryland,"Maryland, 1841-1842",1842,1842,year,San Diego,False
maryland,Maryland,"Maryland, 1841-1842",1842,1842,year,San Blas,False
maryland,Maryland,"Maryland, 1841-1842",1842,1842,year,San Pedro,False
maryland,Maryland,"Maryland, 1841-1842",1842,1842,year,San Francisco,False
maryland,Maryland,"Maryland, 1841-1842",1842,1842,year,Monterey,False
maryland,Maryland,"Maryland, 1841-1842",1842,1842,year,San Blas,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,Monterey,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,San Francisco,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,Santa Bárbara,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,San Pedro,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,San Pedro,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,San Francisco,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,San Pedro,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,San Francisco,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,San Diego,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,Monterey,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,San Diego,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,Monterey,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,Santa Bárbara,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,San Francisco,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,San Pedro,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,San Diego,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,San Pedro,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,San Francisco,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,San Diego,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,Santa Bárbara,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,Monterey,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,Santa Bárbara,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,San Diego,True
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,San Pedro,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,Santa Bárbara,False
barnstable,Barnstable,"Barnstable, 1842-1844",1842,1842,year,San Pedro,False
admittance,Admittance,"Admittance, 1843-1846",1843,1843,year,Monterey,False
admittance,Admittance,"Admittance, 1843-1846",1843,1843,year,Santa Bárbara,False
admittance,Admittance,"Admittance, 1843-1846",1843,1843,year,San Pedro,False
admittance,Admittance,"Admittance, 1843-1846",1843,1843,year,San Francisco,False
admittance,Admittance,"Admittance, 1843-1846",1843,1843,year,Monterey,False
admittance,Admittance,"Admittance, 1843-1846",1843-12-17,1843-12-17,exact,San Diego,False
admittance,Admittance,"Admittance, 1843-1846",1843,1843,year,San Francisco,False
admittance,Admittance,"Admittance, 1843-1846",1843,1843,year,San Pedro,False
admittance,Admittance,"Admittance, 1843-1846",1843-05-02,1843-05-02,exact,Monterey,False
admittance,Admittance,"Admittance, 1843-1846",1843,1843,year,San Francisco,False
admittance,Admittance,"Admittance, 1843-1846",1843,1843,year,Santa Bárbara,False
admittance,Admittance,"Admittance, 1843-1846",1843,1843,year,San Pedro,False
admittance,Admittance,"Admittance, 1843-1846",1843,1843,year,Santa Bárbara,False
admittance,Admittance,"Admittance, 1843-1846",1843,1843,year,San Pedro,False
califorma,Califorma,"Califorma, 1845-1846",1845,1845,year,Monterey,False
califorma,Califorma,"Califorma, 1845-1846",1845,1845,year,Monterey,False
califorma,Califorma,"Califorma, 1845-1846",1845,1845,year,San Francisco,False
califorma,Califorma,"Califorma, 1845-1846",1845,1845,year,San Diego,False
califorma,Califorma,"Califorma, 1845-1846",1845,1845,year,Monterey,False
califorma,Califorma,"Califorma, 1845-1846",1845,1845,year,San Pedro,False
califorma,Califorma,"Califorma, 1845-1846",1846-02-04,1846-02-04,exact,San Diego,False
tasso,Tasso,"Tasso, 1845-1848",1845,1845,year,San Diego,False
tasso,Tasso,"Tasso, 1845-1848",1845,1845,year,San Francisco,False
tasso,Tasso,"Tasso, 1845-1848",1845,1845,year,San Pedro,False
tasso,Tasso,"Tasso, 1845-1848",1845,1845,year,San Diego,False
tasso,Tasso,"Tasso, 1845-1848",1845,1845,year,Monterey,False
tasso,Tasso,"Tasso, 1845-1848",1845,1845,year,San Francisco,False
tasso,Tasso,"Tasso, 1845-1848",1845,1845,year,San Diego,False
tasso,Tasso,"Tasso, 1845-1848",1845,1845,year,San Francisco,False
tasso,Tasso,"Tasso, 1845-1848",1845,1845,year,San Diego,False
tasso,Tasso,"Tasso, 1845-1848",1845,1845,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,San Pedro,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1847,1847,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Quintín,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Bodega,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Fort Ross,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Fort Ross,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Pedro,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Luis Obispo,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
