ship_id,year,port,n_mentions,any_fulldate,status,hv,first_pos,snippet,triage,why
baikal,1820,,1,False,new-candidate,2,2010109," in a polite manner, cither to quit the territory or acknowledge the sovereignty of the republic.*^ Besides the Baikal, the Okhotsk visited the Californian ports this year. At Ross Shelikof seems to have been succeeded i",weak-new,"known ship, undated narrative mention"
baikal,1820,San Diego,1,False,new-candidate,2,2009413,"51 between San Diego and San Quintin; but only two bidarkas could be obtained at Ross, with which, while the Baikal was loading salt, the Aleuts took sixty- three skins. The company's * half amounted to forty- four/- In ",weak-new,"known ship, undated narrative mention"
baikal,1821,Monterey,2,False,new-candidate,2,1962914,"terey, per Volga . Monterey, per Bulddkof Sta Cruz, Volga Monterey and Sta Cruz, per liurik. . Monterey, per Baikal S. Pedro, per Bidddkof Monterey, per Kiakhta S. Pedro and S. Francisco, jier Baikal. Total. Wheat. fan. ",weak-new,"known ship, undated narrative mention"
baikal,1823,San Francisco,1,False,new-candidate,2,2001310,"not permit it to be carried out except after vexatious delays and various restrictions. Captain Beuseman of the Baikal was allowed to hunt from San Luis Rey to Todos Santos from November to February, securing 468 skins; ",weak-new,"known ship, undated narrative mention"
baikal,1825,San Francisco,1,False,attach,2,2001567,"but in the division he took his pay to some extent for the past delays.^^ The vessels of 1825-6, besides the Baikal, of w^hich Klebnikof was supercargo, were the Creizer, which sailed from San Francisco for St Petersburg",auto-attach,ship+year already in registry; HoC corroboration
baikal,1825,Sitka,1,False,attach,2,2008406,"of it, probably the only one of early times extant.^^ The vessels of the year were the Okhotsk, Kiakhta, and Baikal. Captain Etholin, of the latter, brought a request from Governor Ischislekof. of Sitka, for a renewal of",auto-attach,ship+year already in registry; HoC corroboration
baikal,1827,,1,False,attach,2,2004955,"r, not carried into effect as is recorded elsewhere.^^ The vessels of the year were the Okhotsk, Goloinin, and Baikal. The latter was under the command of Etholin, who suc- ceeded in obtaining Echeandia's permission to l",auto-attach,ship+year already in registry; HoC corroboration
baikal,1828,,2,True,attach,2,2006531,"an anchorage due of S2.12 per ton; and the process of detaining the salt was a laborious one. Nov. 10th, the Baikal permitted to touch at Sta Cruz for produce. From a letter in Dept. St. Pap., MS., ii. G5-G, it would see",auto-attach,ship+year already in registry; HoC corroboration
baikal,1829,,1,True,attach,2,2011578,"of $1,308 tobegin -with. Feb. 12th, the governor had ordered the valuation and sale of the skins taken by the Baikal. Depd. Bee, MS., vii. 10-11, S.l In the Waverbj, Lofj, MS., 4-^7, three Russian vessels are noted as ar",auto-attach,ship+year already in registry; HoC corroboration
baikal,1830,San Diego,1,False,new-candidate,2,2012384," vessel had to be sent to Chile ;^^ while for 1830 I find no definite record of what was accomplished by the Baikal, apparently the only vessel of the year. The total expenses of the company of maintaining the Ross colon",weak-new,"known ship, undated narrative mention"
baikal,1839,,1,False,attach,2,2614685,"n at Mont. DEMKDPJON— DEWELL. 779 '34-7; two Ttalinns. Luis and Matias, with him. Demetrius, 1839. mr of the Baikal, iv. 101. Den (Nicholas Augustus), 1S36, Irish physician who came on the Kmt, landing in Dec. at Sta B.,",auto-attach,ship+year already in registry; HoC corroboration
baikal,1847,,1,False,new-candidate,2,2295413,"n. Eeuseman (Chris. M.), 1817, Prussian in the Russ. service, noble of the 4th class; mr of the Chlrikof, and Baikal, '11-12, '25-8. ii. 298, 312, 648; iii. 146. Beverley (McKenzie), 1847, owner of S.F. lot; murderer of ",weak-new,"known ship, undated narrative mention"
betsy,1800,,2,False,attach,1,38163,"— War with England^ Coasting Vessels— War Contribution — Distribution of Forces— Map of California.— The 'Eliza'— The 'Betsy'— War with Russia— Indian Afl'airs — Minor Hostilities— Campaigns of Amador, Castro, and Mo- ra",auto-attach,ship+year already in registry; HoC corroboration
betsy,1800,San Francisco,1,True,attach,1,1804631,"pplies un- der a promise not to touch at any other poit in the province.*^ In August 1800 the American ship Betsy, ^^Prov. Bee, MS., vi. 86-8; Prov. St. Pap., MS., xvii. 180, 188-9. ■""""Oct. 17, 1705, viceroy to Borica, s",auto-attach,ship+year already in registry; HoC corroboration
blossom,1840,,1,False,new-candidate,2,2272206,"ubtful name in Farnham's list of arrested foreigners. Beechey (Fred. Wm), 182G, com. of the Brit, cx- l""/!oring vessel Blossom, and author of a Narrative of the exploration, iii. 120 -5, 110, 146; i. 432; ii. ."".88, 590,",noise,"unknown ship, undated mention"
bordelais,1817,San Francisco,1,True,attach,2,1118405,"kin, Hagemeister, and Kuskof were guests at the presidio in 1817; and finally Roquefeuil in 1817-18 brought the Bordelais into the port three times, the first French craft ever seen within the Golden Gate.^ In 1818 a sch",auto-attach,ship+year already in registry; HoC corroboration
bordelais,1818,San Francisco,1,True,new-candidate,2,862544," few otter-skins that w^ere on hand.*'^ The 16th of October, after a trip to Nootka and a call at Ross, the Bordelais returned for further barter, being obliged to remain till November 20th waiting for the recovery of th",auto-attach,ship+year already in registry; HoC corroboration
bordelais,1820,San Pedro,1,False,new-candidate,2,796515,at Last — The Lima Traders — Tallow — Wilcox and the 'Caminante'— The Capitan Colorado — Roquefeuil's Visits in the 'Bordelais' — Fernan- dez AND SuNOL— Items of the Last Three Years— The Insurgents Coming — Fj^ars of Am,weak-new,"known ship, undated narrative mention"
bordelais,1823,San Francisco,1,True,new-candidate,2,863635," Roqvefeml, A Voyage round the World, between the years 1816-19, by M. Camille de JRoquefeuil, in the ship Le Bordelais, London, 1823, 8vo, 112 pages. This first visit to San Francisco is described on pp. 23-7. Aug. 8th,",strong-new,"known ship, dated HoC event, no existing row that year"
boussole,1785,,1,True,new-candidate,1,1455813,"erouse in the autumn of 1786. This distinguished navigator had sailed from Brest in August 1785 on the frigate Boussole with the Astrolabe under M. de Langle, on a scientific exploring expedition round the world, fitted ",strong-new,"known ship, dated HoC event, no existing row that year"
boussole,1786,Monterey,1,True,attach,1,1458307,"th the journal of this expedition. Having doubled Cape Horn, visited Easter Island and the Hawaiian group, the Boussole and Astrolabe crossed to the American coast, anchoring July 4, 1786, in the Port des Frangais in 58°",auto-attach,ship+year already in registry; HoC corroboration
brillante,1848,,1,False,new-candidate,2,2333567,".Y. Vol. (v. 499). Bousol, 1840, came to S. Jose Valley. Jiall. Bouzet (E. de), 1S4G, com. of the French corvette Brillante. v. 576. Bowden (John H. ), 1848, from Honolulu ; kept a bakery and owned a lot at S.F. Bowen (A",weak-new,"known ship, undated narrative mention"
brooklyn,1783,,1,False,new-candidate,2,2406863,"ls L.), 1847, Co. K, N.Y.Vol.; lots at S. F. '47-8. v. 079; sec. of town council '48; still there '52-4; d. Brooklyn, N. Y., '71 (?). Callis (Eulalia), 1783, wife of Gov. Pedro Fages. i. 389-93, 487. Calvin (Vincent), 18",weak-new,"known ship, undated narrative mention"
brooklyn,1829,,1,False,attach,2,2215550,"80, Span. com. of explor-and transport ships, i. 296^ 323, 329. Arther (.James P.), 1829, German mate of the Brooklyn in '29-30. iii. 138- 9, 146, 179. Master of Bryant & Sturgis' Boston ship California on 4 or 5 voy- ag",auto-attach,ship+year already in registry; HoC corroboration
brooklyn,1846,,1,False,new-candidate,2,2342611,"ps his name was l>renuan. Brannan (Samuel), 1846, Mormon elder and chief of the colony sent from N.Y. on the Brooklyn. See full account of the colony, v. 544 et seq.; mention V. 471, 644-5. B. was born at Saco, Me, in '1",weak-new,"known ship, undated narrative mention"
brooklyn,1846,San Francisco,1,False,new-candidate,1,81079,"t (L. P.), Our Western Empire. Philadelphia, etc., 1881. Brodie (S. H.), Statement of Legal Matters. MS. Brooklyn, Vidette. BroohhjH (The) Moi-mons in CaUfomla. From a newspaper. Brooks (B. S. ), Alcalde Grants in the Ci",weak-new,"known ship, undated narrative mention"
brooklyn,1848,,2,False,new-candidate,1,400165,"Blaterialui, Rezilnof, JIarkof, and Khlebuikof. *"" Archbald, Arroyo, Assembly, Biographical Sketches, Boggs, Bowers, Brooklyn, Brown, Buchanan, Clark, Dall, Daubenbiss, Degroot, Dwinelle, Dye, ElUot, Espinosa, Folsom, Fo",weak-new,"known ship, undated narrative mention"
brugaiua,1841,,1,True,new-candidate,2,2381683," sea before '46. Oakland Home Jour. , Nov. 1 , '73; said also to have served after graduation at Yale on the whaler Brugaiua. Wood's I'ccolL, 39; and this ves- sel v.as on the coast in '41. v. 279. B. was a presbyterian ",review-new-ship,unknown ship w/ full date — FP-screen then review
bulddkof,1823,,1,False,new-candidate,2,1977366,"1816 and launched in 1818. It cost 20,212 rubles, besides labor, sailed in 1819, and was useless iu 1823. The brig Bulddkof, 200 tons, was begun in 1819, copper-bottomed and launched in 1820; cost, first and last, 80,000",noise,"unknown ship, undated mention"
californian,1811,,1,True,new-candidate,2,538269,ut in New Spain ; the transports ceased to visit Californian ports; there was neither means to pay for nor to transport Californian hemp. In February 1811 Arrillaga notified the farmers through Sanchez that if they chose,review-new-ship,unknown ship w/ full date — FP-screen then review
californio,1831,San Francisco,1,False,new-candidate,1,72068,"-1. 2 vols. Bermudez (J. M.), Verdadera Causa de la Revolucion. Toluca, 1831. Bernal (.Juan), ilemoria de un Californio. MS. Ben-eyesa (Antonio), Relacion de sus Recuerdos. MS. Berreyesa and Carrillo, QiiaiTel at Sonoma,",weak-new,"known ship, undated narrative mention"
californio,1849,,1,False,new-candidate,1,237043,"k, 1849. Robinson (ilarshall), A Trip in Southern Calilornia. Carson, 1S79. Roblfs (Secnndino), Relacion de un Californio. MS. Eodenbough (Theo. F.), From Everglade to Caiion. New York, 1875. Roder (Henry), Bellingham Ba",weak-new,"known ship, undated narrative mention"
caminante,1816,Monterey,1,True,new-candidate,2,928348,"817, says he touched at I3odega on Dec. 25, 1816, but coiild sell nothing, though he refitted his vessel, the Caminante, there. Prov. SL Pap., MS., XX. 165-6. The arrival of a Russian vessel, the Coscoff, is noted at Mon",strong-new,"known ship, dated HoC event, no existing row that year"
caminante,1816,Sitka,1,True,new-candidate,2,853801,"of one American vessel, however, is definitely recorded, that of the Traveller, translated by the Spaniards into Caminante, Captain James Smith Wilcox. This schooner came from Sitka, made some repairs at Bodega in Decemb",strong-new,"known ship, dated HoC event, no existing row that year"
caminante,1817,,1,True,attach,1,294897,".), Adventures in California. Boston, 18G0. Wilcox (James Smith), Cartas Varias sobre sus viagcs cu la goleta Caminante, 1817. MS. Wilder (Marshall P.), California. Boston, 1871. Wiley (James S.), Speech in U. S. H. of R",auto-attach,ship+year already in registry; HoC corroboration
caminante,1817,Monterey,1,False,attach,2,1144086,"aptain Daniels; the Sul- tan; and the American Lydia, Captain Gyzelaar. In 1817 the visitors were Wilcox in the Caminante, three tallow-seeking Spaniards from Lima and Pana- ma FaZZeyo, Hist. Cal, MS., i. 159-7L The same",auto-attach,ship+year already in registry; HoC corroboration
caminante,1817,San Francisco,1,False,attach,2,853317," 'for you cannot make me believe you were ignorant of it.' Prov. St. Pap., MS., XX. 211-14. WILCOX AND THE 'CAMINANTE.' 2S5 and zeal with which Argliello at San Francisco and Guerra at Santa Barbara exerted themselves to",auto-attach,ship+year already in registry; HoC corroboration
caminante,1818,Loreto,2,True,new-candidate,2,860198,", at Gua- dalajara. Prov. St. Pap., MS., xx. 189. ''^ IVilcox, Cartas i^arias sobre siis riages en la rjoleta Caminante, 1S17, MS. Jan. 7, 1818, Gov. Cordero, of Sonora, informs Sola that the Caminante has been confiscat",strong-new,"known ship, dated HoC event, no existing row that year"
caminante,1820,San Pedro,1,False,new-candidate,2,796446, Doak — Kotzebue's Visit— Chamisso and Choris — A Supply-ship at Last — The Lima Traders — Tallow — Wilcox and the 'Caminante'— The Capitan Colorado — Roquefeuil's Visits in the 'Bordelais' — Fernan- dez AND SuNOL— Items,weak-new,"known ship, undated narrative mention"
carmen,1806,San Diego,1,False,new-candidate,2,130755," boat, sailed on the 9th; anchored off San Diego, sending a letter ashore on the 10th; and was last seen at Carmen near San Miguel on the lower coast on the 19th. A vessel supposed to have been the same had already done ",weak-new,"known ship, undated narrative mention"
catalina,1804,Santa Catalina I.,1,False,new-candidate,2,84824,"entiful supplies of provisions as usual, and were not unsuccessful in our collection of furs."" He visited Santa Catalina Island, found a desirable harbor, and again anchored there in May, naming the harbor, of wdiich he ",weak-new,"known ship, undated narrative mention"
catalina,1807,Santa Catalina I.,1,False,new-candidate,2,255961," great numbers. Obtaining sup- plies from the Spaniards at San Pedro, Winship hunted otter for a time at Santa Catalina Island, w^here he found forty or fifty Indian residents who had grain and vegetables to sellf on Mar",weak-new,"known ship, undated narrative mention"
cazadora,1817,Monterey,1,False,attach,2,847246," there is no indication that there was any difficulty in obtaining cargoes either for these vessels or for the Cazadora from Panamd, which came to Monterey in September, and remained on the coast until December.^* The co",auto-attach,ship+year already in registry; HoC corroboration
cazadora,1818,San Francisco,1,True,new-candidate,2,870767,"s orders to commandants that foreign ves- sels must be treated exactly according to the laws.'"" The Lima vessel Cazadora either came back to Cali- fornia this spring or possibly had wintered on the coast ;'^ and on Janua",strong-new,"known ship, dated HoC event, no existing row that year"
chas,1843,,1,False,new-candidate,2,2587055,"at. of N.Y., who after an adventurous career as sailor in many parts of the world landed at j\Iont. from the whaler Chas W. Morcjan. iv. 400. He worked at Mont, for Kinlock, Larkin, and others; made an otter-hunting trip",noise,"unknown ship, undated mention"
