visit_id,ship_id,name_as_written,date_from,date_to,date_confidence,anchorage,region,flag,flag_basis,purpose,outcome,visit_type,n_records,excerpt,citations,sources_disagree,status
,pilrjrim,Pilrjrim,1834,1835,year,,alta,usa,stated,,,unlocated,1,[Bancroft list 1831-5] Pilrjrim: usa 155t Frank  A.  Thompson master; ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC III, 'List of vessels 1831-5'"", ""note"": ""usa 155t Frank  A.  Thompson, master;  (1831-5)""}]",,draft
,jrosa,JRosa,1834,1835,year,,alta,,,,,unlocated,1,[Bancroft list 1831-5] JRosa:  425t Nic.  Bianchi master; ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC III, 'List of vessels 1831-5'"", ""note"": ""? 425t Nic.  Bianchi, master;  (1831-5)""}]",,draft
,boxana,Boxana,1832,1832,year,,alta,usa,stated,,,unlocated,1,[Bancroft list 1831-5] Boxana: usa Frank  Thompson master; ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC III, 'List of vessels 1831-5'"", ""note"": ""usa Frank  Thompson, master;  (1831-5)""}]",,draft
,feighton,Feighton,1829,1834,year,Monterey,alta,,,,,port-call?,1,[Bancroft list 1831-5] Feighton:  351t Benj.  H.  Lawton master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC III, 'List of vessels 1831-5'"", ""note"": ""? 351t Benj.  H.  Lawton, master; at Monterey (1831-5)""}]",,draft
,sitka,Sitka,1832,1835,year,Monterey,alta,russia,stated,,,port-call?,1,[Bancroft list 1831-5] Sitka: russia 202t Jos  Steel master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC III, 'List of vessels 1831-5'"", ""note"": ""russia 202t Jos  Steel, master; at Monterey (1831-5)""}]",,draft
,tranquilina,Tranquilina,1835,1835,year,,alta,,,,,unlocated,1,[Bancroft list 1831-5] Tranquilina:  309t Geo.  Prinoey master; ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC III, 'List of vessels 1831-5'"", ""note"": ""? 309t Geo.  Prinoey, master;  (1831-5)""}]",,draft
,urup,Urup,1831,1834,year,,alta,russia,stated,,,unlocated,1,[Bancroft list 1831-5] Urup: russia Dionisio  Zarembo master; ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC III, 'List of vessels 1831-5'"", ""note"": ""russia Dionisio  Zarembo, master;  (1831-5)""}]",,draft
,alert,Alert,1840,1840,year,,alta,usa,stated,,,unlocated,1,[Bancroft list 1841-5] Alert: usa 398t W.  D.  Phelps master; ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""usa 398t W.  D.  Phelps, master;  (1841-5)""}]",,draft
,baihtl,Baihtl,1845,1845,year,,alta,russia,stated,,,unlocated,1,[Bancroft list 1841-5] Baihtl: russia 180t ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""russia 180t  (1841-5)""}]",,draft
,bajio,Bajio,1842,1845,year,Monterey,alta,,,,,port-call?,1,[Bancroft list 1841-5] Bajio:  403t Jas  B.  Hatch master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""? 403t Jas  B.  Hatch, master; at Monterey (1841-5)""}]",,draft
,bolivar,Bolivar,1841,1844,year,,alta,usa,stated,,,unlocated,1,[Bancroft list 1841-5] Bolivar: usa 180t Oorham  H.  Nye master; ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""usa 180t Oorham  H.  Nye, master;  (1841-5)""}]",,draft
,brayttnza,Brayttnza,1841,1841,year,Monterey,alta,,,,,port-call?,1,[Bancroft list 1841-5] Brayttnza:  Waterman master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""? Waterman, master; at Monterey (1841-5)""}]",,draft
,bremen,Bremen,1843,1844,year,,alta,,,,,unlocated,1,[Bancroft list 1841-5] Bremen:  ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""?  (1841-5)""}]",,draft
,bull,Bull,1845,1845,year,Monterey,alta,,,,,port-call?,1,[Bancroft list 1841-5] Bull:  Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""? at Monterey (1841-5)""}]",,draft
,california,California,1841,1842,year,Monterey,alta,mexico,stated,,,port-call?,1,[Bancroft list 1841-5] California: mexico Cooper master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""mexico Cooper, master; at Monterey (1841-5)""}]",,draft
,california,California,1842,1845,year,Monterey,alta,usa,stated,,,port-call?,1,[Bancroft list 1841-5] California: usa 422t Jas  P.  Arther master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""usa 422t Jas  P.  Arther, master; at Monterey (1841-5)""}]",,draft
,caroline,Caroline,1843,1843,year,Monterey,alta,usa,stated,,,port-call?,1,[Bancroft list 1841-5] Caroline: usa Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""usa at Monterey (1841-5)""}]",,draft
,catnlina,Catnlina,1841,1844,year,Monterey,alta,mexico,stated,,,port-call?,1,[Bancroft list 1841-5] Catnlina: mexico Chris.  Hansen master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""mexico Chris.  Hansen, master; at Monterey (1841-5)""}]",,draft
,morgan,Morgan,1843,1844,year,Monterey,alta,usa,stated,,,port-call?,1,[Bancroft list 1841-5] Morgan: usa Thos  A.  Norton master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""usa Thos  A.  Norton, master; at Monterey (1841-5)""}]",,draft
,chato,Chato,1841,1843,year,Monterey,alta,mexico,stated,,,port-call?,1,[Bancroft list 1841-5] Chato: mexico 202t Chas  Wolter master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""mexico 202t Chas  Wolter, master; at Monterey (1841-5)""}]",,draft
,columhiw,Columhiw,1841,1841,year,Monterey,alta,mexico,stated,,,port-call?,1,[Bancroft list 1841-5] Columhiw: mexico 55t Manuel  Turincio master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""mexico 55t Manuel  Turincio, master; at Monterey (1841-5)""}]",,draft
,conrtanlc,Conrtanlc,1841,1845,year,,alta,,,,,unlocated,1,[Bancroft list 1841-5] Conrtanlc:  220t Francisco  Unamano master; ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""? 220t Francisco  Unamano, master;  (1841-5)""}]",,draft
,corsair,Corsair,1841,1843,year,Monterey,alta,usa,stated,,,port-call?,1,[Bancroft list 1841-5] Corsair: usa 182t Michael  Dowd master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""usa 182t Michael  Dowd, master; at Monterey (1841-5)""}]",,draft
,dale,Dale,1842,1843,year,Monterey,alta,,,,,port-call?,1,[Bancroft list 1841-5] Dale:  Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""? at Monterey (1841-5)""}]",,draft
,drlphos,Drlphos,1841,1844,year,Monterey,alta,,,,,port-call?,1,[Bancroft list 1841-5] Drlphos:  270t John  Paty master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""? 270t John  Paty, master; at Monterey (1841-5)""}]",,draft
,eliza,Eliza,1841,1845,year,Monterey,alta,france,stated,,,port-call?,1,[Bancroft list 1841-5] Eliza: france Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""france at Monterey (1841-5)""}]",,draft
,esmeralda,Esmeralda,1842,1844,year,Monterey,alta,mexico,stated,,,port-call?,1,[Bancroft list 1841-5] Esmeralda: mexico 92t Hugo  Reid master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""mexico 92t Hugo  Reid, master; at Monterey (1841-5)""}]",,draft
,expadon,Expadon,1842,1845,year,Monterey,alta,france,stated,,,port-call?,1,[Bancroft list 1841-5] Expadon: france 397t Desire  Batan master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""france 397t Desire  Batan, master; at Monterey (1841-5)""}]",,draft
,fame,Fame,1843,1845,year,,alta,,,,,unlocated,1,[Bancroft list 1841-5] Fame:  Mitchell master; ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""? Mitchell, master;  (1841-5)""}]",,draft
,fanny,Fanny,1843,1845,year,Monterey,alta,france,stated,,,port-call?,1,[Bancroft list 1841-5] Fanny: france 364t Duval master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""france 364t Duval, master; at Monterey (1841-5)""}]",,draft
,fariseo,Fariseo,1845,1845,year,Monterey,alta,mexico,stated,,,port-call?,1,[Bancroft list 1841-5] Fariseo: mexico 105t Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""mexico 105t at Monterey (1841-5)""}]",,draft
,fernando,Fernando,1841,1843,year,Monterey,alta,mexico,stated,,,port-call?,1,[Bancroft list 1841-5] Fernando: mexico 344t Stephen.  Smith master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""mexico 344t Stephen.  Smith, master; at Monterey (1841-5)""}]",,draft
,hamilton,Hamilton,1841,1845,year,Monterey,alta,,,,,port-call?,1,[Bancroft list 1841-5] Hamilton:  Hand master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""? Hand, master; at Monterey (1841-5)""}]",,draft
,heroine,Heroine,1842,1845,year,Monterey,alta,france,stated,,,port-call?,1,[Bancroft list 1841-5] Heroine: france Jas  Smith master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""france Jas  Smith, master; at Monterey (1841-5)""}]",,draft
,ilopnoe.ll,Ilopnoe.ll,1841,1845,year,Monterey,alta,,,,,port-call?,1,[Bancroft list 1841-5] Ilopnoe.ll:  211t Geo.  Littletield master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""? 211t Geo.  Littletield, master; at Monterey (1841-5)""}]",,draft
,june,June,1844,1844,year,,alta,,,,,unlocated,1,[Bancroft list 1841-5] June:  Eddy master; ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""? Eddy, master;  (1841-5)""}]",,draft
,lnijramjf,Lnijramjf,1844,1844,year,Monterey,alta,france,stated,,,port-call?,1,[Bancroft list 1841-5] Lnijramjf: france Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""france at Monterey (1841-5)""}]",,draft
,lconidatt,Lconidatt,1841,1841,year,,alta,mexico,stated,,,unlocated,1,[Bancroft list 1841-5] Lconidatt: mexico Stock master; ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""mexico Stock, master;  (1841-5)""}]",,draft
,martlta,Martlta,1841,1845,year,Monterey,alta,usa,stated,,,port-call?,1,[Bancroft list 1841-5] Martlta: usa 100t Dav.  R.  Drabe master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""usa 100t Dav.  R.  Drabe, master; at Monterey (1841-5)""}]",,draft
,mntkar,Mntkar,1844,1844,year,Monterey,alta,,,,,port-call?,1,[Bancroft list 1841-5] Mntkar:  Shearman master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""? Shearman, master; at Monterey (1841-5)""}]",,draft
,monmouth,Monmouth,1844,1844,year,,alta,,,,,unlocated,1,[Bancroft list 1841-5] Monmouth:  Hedges master; ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""? Hedges, master;  (1841-5)""}]",,draft
,mona,Mona,1841,1845,year,Monterey,alta,,,,,port-call?,1,[Bancroft list 1841-5] Mona:  Creo.  W.  Gardner master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""? Creo.  W.  Gardner, master; at Monterey (1841-5)""}]",,draft
,newton,Newton,1844,1844,year,,alta,,,,,unlocated,1,[Bancroft list 1841-5] Newton:  ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""?  (1841-5)""}]",,draft
,niiifa,Niiifa,1841,1841,year,Monterey,alta,mexico,stated,,,port-call?,1,[Bancroft list 1841-5] Niiifa: mexico Hen.  D.  Fitch master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""mexico Hen.  D.  Fitch, master; at Monterey (1841-5)""}]",,draft
,oajaca,Oajaca,1841,1845,year,,alta,mexico,stated,,,unlocated,1,[Bancroft list 1841-5] Oajaca: mexico ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""mexico  (1841-5)""}]",,draft
,oivvi,Oivvi,1841,1841,year,,alta,,,,,unlocated,1,[Bancroft list 1841-5] Oivvi:  ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""?  (1841-5)""}]",,draft
,panjir,Panjir,1841,1845,year,,alta,usa,stated,,,unlocated,1,[Bancroft list 1841-5] Panjir: usa ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""usa  (1841-5)""}]",,draft
,prwuivera,Prwuivera,1842,1845,year,Monterey,alta,mexico,stated,,,port-call?,1,[Bancroft list 1841-5] Prwuivera: mexico Alex.  Chienes master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""mexico Alex.  Chienes, master; at Monterey (1841-5)""}]",,draft
,htfik,Htfik,1842,1843,year,Monterey,alta,usa,stated,,,port-call?,1,[Bancroft list 1841-5] Htfik: usa 249t Henry  S.  West master; Monterey; Bodega,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""usa 249t Henry  S.  West, master; at Monterey, Bodega (1841-5)""}]",,draft
,ruswll,Ruswll,1844,1844,year,,alta,,,,,unlocated,1,[Bancroft list 1841-5] Ruswll:  ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""?  (1841-5)""}]",,draft
,sacramento,Sacramento,1841,1844,year,Monterey,alta,,,,,port-call?,1,[Bancroft list 1841-5] Sacramento:  Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""? at Monterey (1841-5)""}]",,draft
,sapphire,Sapphire,1841,1841,year,Monterey,alta,,,,,port-call?,1,[Bancroft list 1841-5] Sapphire:  Cartwright master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""? Cartwright, master; at Monterey (1841-5)""}]",,draft
,soledtul,Soledtul,1843,1845,year,,alta,mexico,stated,,,unlocated,1,[Bancroft list 1841-5] Soledtul: mexico 105t Chaa  Hubbard master; ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""mexico 105t Chaa  Hubbard, master;  (1841-5)""}]",,draft
,strrlimj,Strrlimj,1841,1841,year,Monterey,alta,usa,stated,,,port-call?,1,[Bancroft list 1841-5] Strrlimj: usa Geo.  W.  Vincent master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""usa Geo.  W.  Vincent, master; at Monterey (1841-5)""}]",,draft
,trinidad,Trinidad,1842,1844,year,Monterey,alta,mexico,stated,,,port-call?,1,[Bancroft list 1841-5] Trinidad: mexico 170t R.  Menchaca master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""mexico 170t R.  Menchaca, master; at Monterey (1841-5)""}]",,draft
,tuscany,Tuscany,1842,1845,year,Monterey,alta,,,,,port-call?,1,[Bancroft list 1841-5] Tuscany:  Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""? at Monterey (1841-5)""}]",,draft
,valleyficid,Valleyficid,1842,1845,year,Monterey,alta,britain,stated,,,port-call?,1,[Bancroft list 1841-5] Valleyficid: britain 325t Alex.  Duncan master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""britain 325t Alex.  Duncan, master; at Monterey (1841-5)""}]",,draft
,vandalia,Vandalia,1844,1845,year,Monterey,alta,usa,stated,,,port-call?,1,[Bancroft list 1841-5] Vandalia: usa 491t John  C.  Everett master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""usa 491t John  C.  Everett, master; at Monterey (1841-5)""}]",,draft
,warren,Warren,1845,1845,year,,alta,,,,,unlocated,1,[Bancroft list 1841-5] Warren:  ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""?  (1841-5)""}]",,draft
,nye,Nye,1841,1843,year,Monterey,alta,,,,,port-call?,1,[Bancroft list 1841-5] Nye:  Stevens master; Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC IV, 'List of vessels 1841-5'"", ""note"": ""? Stevens, master; at Monterey (1841-5)""}]",,draft
,admittance,Admittance,1847,1847,year,Monterey,alta,,,,,port-call?,1,[Bancroft list 1846-8] Admittance:  Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""? at Monterey (1846-8)""}]",,draft
,alford,Alford,1846,1847,year,,alta,,,,,unlocated,1,[Bancroft list 1846-8] Alford:  ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""?  (1846-8)""}]",,draft
,america,America,1846,1846,year,,alta,,,,,unlocated,1,[Bancroft list 1846-8] America:  Nosh master; ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""? Nosh, master;  (1846-8)""}]",,draft
,anais,Anais,1847,1847,year,Monterey,alta,,,,,port-call?,1,[Bancroft list 1846-8] Anais:  Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""? at Monterey (1846-8)""}]",,draft
,angola,Angola,1846,1847,year,Monterey,alta,usa,stated,,,port-call?,1,[Bancroft list 1846-8] Angola: usa 311t Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""usa 311t at Monterey (1846-8)""}]",,draft
,anita,Anita,1847,1847,year,,alta,usa,stated,,,unlocated,1,[Bancroft list 1846-8] Anita: usa ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""usa  (1846-8)""}]",,draft
,antonita,Antonita,1847,1847,year,,alta,,,,,unlocated,1,[Bancroft list 1846-8] Antonita:  34t ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""? 34t  (1846-8)""}]",,draft
,ariel,Ariel,1848,1848,year,,alta,,,,,unlocated,1,[Bancroft list 1846-8] Ariel:  ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""?  (1846-8)""}]",,draft
,bowditch,Bowditch,1847,1847,year,,alta,usa,stated,,,unlocated,1,[Bancroft list 1846-8] Bowditch: usa ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""usa  (1846-8)""}]",,draft
,brillante,Brillante,1846,1846,year,Monterey,alta,,,,,port-call?,1,[Bancroft list 1846-8] Brillante:  Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""? at Monterey (1846-8)""}]",,draft
,brooklyn,Brooklyn,1846,1847,year,,alta,usa,stated,,,unlocated,1,[Bancroft list 1846-8] Brooklyn: usa 450t ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""usa 450t  (1846-8)""}]",,draft
,california,California,1847,1848,year,Monterey,alta,usa,stated,,,port-call?,1,[Bancroft list 1846-8] California: usa Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""usa at Monterey (1846-8)""}]",,draft
,caroline,Caroline,1846,1846,year,,alta,,,,,unlocated,1,[Bancroft list 1846-8] Caroline:  ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""?  (1846-8)""}]",,draft
,charles,Charles,1847,1847,year,,alta,usa,stated,,,unlocated,1,[Bancroft list 1846-8] Charles: usa ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""usa  (1846-8)""}]",,draft
,copia,Copia,1847,1847,year,,alta,usa,stated,,,unlocated,1,[Bancroft list 1846-8] Copia: usa ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""usa  (1846-8)""}]",,draft
,corea,Corea,1847,1847,year,,alta,usa,stated,,,unlocated,1,[Bancroft list 1846-8] Corea: usa ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""usa  (1846-8)""}]",,draft
,covington,Covington,1846,1848,year,,alta,usa,stated,,,unlocated,1,[Bancroft list 1846-8] Covington: usa ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""usa  (1846-8)""}]",,draft
,edward,Edward,1846,1846,year,,alta,usa,stated,,,unlocated,1,[Bancroft list 1846-8] Edward: usa ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""usa  (1846-8)""}]",,draft
,elizabeih,Elizabeih,1846,1846,year,,alta,usa,stated,,,unlocated,1,[Bancroft list 1846-8] Elizabeih: usa ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""usa  (1846-8)""}]",,draft
,elizabeth,Elizabeth,1847,1848,year,,alta,usa,stated,,,unlocated,1,[Bancroft list 1846-8] Elizabeth: usa 60t Charles  Wolters master; ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""usa 60t Charles  Wolters, master;  (1846-8)""}]",,draft
,euphemia,Euphemia,1846,1848,year,Monterey,alta,,,,,port-call?,1,[Bancroft list 1846-8] Euphemia:  150t Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""? 150t at Monterey (1846-8)""}]",,draft
,euphrates,Euphrates,1847,1847,year,,alta,usa,stated,,,unlocated,1,[Bancroft list 1846-8] Euphrates: usa ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""usa  (1846-8)""}]",,draft
,europa,Europa,1846,1847,year,,alta,,,,,unlocated,1,[Bancroft list 1846-8] Europa:  ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""?  (1846-8)""}]",,draft
,fama,Fama,1845,1846,year,,alta,usa,stated,,,unlocated,1,[Bancroft list 1846-8] Fama: usa ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""usa  (1846-8)""}]",,draft
,ferdinand,Ferdinand,1846,1846,year,,alta,,,,,unlocated,1,[Bancroft list 1846-8] Ferdinand:  ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""?  (1846-8)""}]",,draft
,flecha,Flecha,1848,1848,year,Monterey,alta,,,,,port-call?,1,[Bancroft list 1846-8] Flecha:  Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""? at Monterey (1846-8)""}]",,draft
,ivandsca,IVandsca,1847,1847,year,,alta,usa,stated,,,unlocated,1,[Bancroft list 1846-8] IVandsca: usa ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""usa  (1846-8)""}]",,draft
,hannah,Hannah,1846,1846,year,,alta,usa,stated,,,unlocated,1,[Bancroft list 1846-8] Hannah: usa ,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""usa  (1846-8)""}]",,draft
,henry,Henry,1846,1848,year,Monterey,alta,usa,stated,,,port-call?,1,[Bancroft list 1846-8] Henry: usa Monterey,"[{""type"": ""hoc-list"", ""ref"": ""Bancroft, HoC V, 'List of vessels 1846-8'"", ""note"": ""usa at Monterey (1846-8)""}]",,draft
